Timestamp;Entity Name;humidity;k;n;p;ph;rainfall;temperature
2023-04-18 19:38:35;temperature1;;;;;;;6
2023-04-18 19:38:45;K1;;7;;;;;
2023-04-18 19:38:45;N1;;;28;;;;
2023-04-18 19:38:45;P1;;;;10;;;
2023-04-18 19:38:45;humidity1;23;;;;;;
2023-04-18 19:38:45;ph1;;;;;2;;
2023-04-18 19:38:45;rainfall1;;;;;;60;
2023-04-18 19:38:45;temperature1;;;;;;;12
2023-04-18 19:38:55;K1;;8;;;;;
2023-04-18 19:38:55;N1;;;18;;;;
2023-04-18 19:38:55;P1;;;;19;;;
2023-04-18 19:38:55;humidity1;10;;;;;;
2023-04-18 19:38:55;ph1;;;;;3;;
2023-04-18 19:38:55;rainfall1;;;;;;80;
2023-04-18 19:38:55;temperature1;;;;;;;0
2023-04-18 19:39:15;K1;;28;;;;;
2023-04-18 19:39:15;N1;;;17;;;;
2023-04-18 19:39:15;P1;;;;5;;;
2023-04-18 19:39:15;humidity1;3;;;;;;
2023-04-18 19:39:15;ph1;;;;;2;;
2023-04-18 19:39:15;rainfall1;;;;;;195;
2023-04-18 19:39:15;temperature1;;;;;;;2
2023-04-18 19:39:25;K1;;27;;;;;
2023-04-18 19:39:25;N1;;;13;;;;
2023-04-18 19:39:25;P1;;;;17;;;
2023-04-18 19:39:25;humidity1;24;;;;;;
2023-04-18 19:39:25;ph1;;;;;4;;
2023-04-18 19:39:25;rainfall1;;;;;;44;
2023-04-18 19:39:25;temperature1;;;;;;;9
2023-04-18 19:39:35;K1;;4;;;;;
2023-04-18 19:39:35;N1;;;2;;;;
2023-04-18 19:39:35;P1;;;;23;;;
2023-04-18 19:39:35;humidity1;24;;;;;;
2023-04-18 19:39:35;ph1;;;;;4;;
2023-04-18 19:39:35;rainfall1;;;;;;126;
2023-04-18 19:39:35;temperature1;;;;;;;5
2023-04-18 19:39:45;K1;;25;;;;;
2023-04-18 19:39:45;N1;;;6;;;;
2023-04-18 19:39:45;P1;;;;5;;;
2023-04-18 19:39:45;humidity1;12;;;;;;
2023-04-18 19:39:45;ph1;;;;;2;;
2023-04-18 19:39:45;rainfall1;;;;;;85;
2023-04-18 19:39:45;temperature1;;;;;;;8
2023-04-18 19:40:05;K1;;30;;;;;
2023-04-18 19:40:05;N1;;;15;;;;
2023-04-18 19:40:05;P1;;;;8;;;
2023-04-18 19:40:05;humidity1;24;;;;;;
2023-04-18 19:40:05;ph1;;;;;4;;
2023-04-18 19:40:05;rainfall1;;;;;;89;
2023-04-18 19:40:05;temperature1;;;;;;;3
2023-04-18 19:40:15;K1;;8;;;;;
2023-04-18 19:40:15;N1;;;18;;;;
2023-04-18 19:40:15;P1;;;;11;;;
2023-04-18 19:40:15;humidity1;30;;;;;;
2023-04-18 19:40:15;ph1;;;;;4;;
2023-04-18 19:40:15;rainfall1;;;;;;4;
2023-04-18 19:40:15;temperature1;;;;;;;2
2023-04-18 19:40:25;K1;;18;;;;;
2023-04-18 19:40:25;N1;;;9;;;;
2023-04-18 19:40:25;P1;;;;14;;;
2023-04-18 19:40:25;humidity1;18;;;;;;
2023-04-18 19:40:25;ph1;;;;;2;;
2023-04-18 19:40:25;rainfall1;;;;;;42;
2023-04-18 19:40:25;temperature1;;;;;;;5
2023-04-18 19:40:35;K1;;23;;;;;
2023-04-18 19:40:35;N1;;;28;;;;
2023-04-18 19:40:35;P1;;;;30;;;
2023-04-18 19:40:35;humidity1;28;;;;;;
2023-04-18 19:40:35;ph1;;;;;4;;
2023-04-18 19:40:35;rainfall1;;;;;;41;
2023-04-18 19:40:35;temperature1;;;;;;;0
2023-04-18 19:40:55;K1;;29;;;;;
2023-04-18 19:40:55;N1;;;22;;;;
2023-04-18 19:40:55;P1;;;;11;;;
2023-04-18 19:40:55;humidity1;29;;;;;;
2023-04-18 19:40:55;ph1;;;;;2;;
2023-04-18 19:40:55;rainfall1;;;;;;66;
2023-04-18 19:40:55;temperature1;;;;;;;5
2023-04-18 19:41:05;K1;;8;;;;;
2023-04-18 19:41:05;N1;;;24;;;;
2023-04-18 19:41:05;P1;;;;26;;;
2023-04-18 19:41:05;humidity1;16;;;;;;
2023-04-18 19:41:05;ph1;;;;;4;;
2023-04-18 19:41:05;rainfall1;;;;;;122;
2023-04-18 19:41:05;temperature1;;;;;;;7
2023-04-18 19:41:15;K1;;19;;;;;
2023-04-18 19:41:15;N1;;;3;;;;
2023-04-18 19:41:15;P1;;;;15;;;
2023-04-18 19:41:15;humidity1;0;;;;;;
2023-04-18 19:41:15;ph1;;;;;4;;
2023-04-18 19:41:15;rainfall1;;;;;;167;
2023-04-18 19:41:15;temperature1;;;;;;;6
2023-04-18 19:41:25;K1;;24;;;;;
2023-04-18 19:41:25;N1;;;20;;;;
2023-04-18 19:41:25;P1;;;;15;;;
2023-04-18 19:41:25;humidity1;30;;;;;;
2023-04-18 19:41:25;ph1;;;;;4;;
2023-04-18 19:41:25;rainfall1;;;;;;166;
2023-04-18 19:41:25;temperature1;;;;;;;2
2023-04-18 19:41:45;K1;;12;;;;;
2023-04-18 19:41:45;N1;;;30;;;;
2023-04-18 19:41:45;P1;;;;17;;;
2023-04-18 19:41:45;humidity1;26;;;;;;
2023-04-18 19:41:45;ph1;;;;;3;;
2023-04-18 19:41:45;rainfall1;;;;;;175;
2023-04-18 19:41:45;temperature1;;;;;;;12
2023-04-18 19:41:55;K1;;12;;;;;
2023-04-18 19:41:55;N1;;;28;;;;
2023-04-18 19:41:55;P1;;;;17;;;
2023-04-18 19:41:55;humidity1;12;;;;;;
2023-04-18 19:41:55;ph1;;;;;2;;
2023-04-18 19:41:55;rainfall1;;;;;;43;
2023-04-18 19:41:55;temperature1;;;;;;;6
2023-04-18 19:42:05;K1;;20;;;;;
2023-04-18 19:42:05;N1;;;19;;;;
2023-04-18 19:42:05;P1;;;;16;;;
2023-04-18 19:42:05;humidity1;24;;;;;;
2023-04-18 19:42:05;ph1;;;;;3;;
2023-04-18 19:42:05;rainfall1;;;;;;35;
2023-04-18 19:42:05;temperature1;;;;;;;5
2023-04-18 19:42:15;K1;;23;;;;;
2023-04-18 19:42:15;N1;;;2;;;;
2023-04-18 19:42:15;P1;;;;15;;;
2023-04-18 19:42:15;humidity1;20;;;;;;
2023-04-18 19:42:15;ph1;;;;;2;;
2023-04-18 19:42:15;rainfall1;;;;;;23;
2023-04-18 19:42:15;temperature1;;;;;;;8
2023-04-18 19:42:25;humidity1;30;;;;;;
2023-04-18 19:42:25;temperature1;;;;;;;12
2023-04-18 19:42:35;K1;;2;;;;;
2023-04-18 19:42:35;N1;;;11;;;;
2023-04-18 19:42:35;P1;;;;4;;;
2023-04-18 19:42:35;ph1;;;;;4;;
2023-04-18 19:42:35;rainfall1;;;;;;18;
2023-04-18 19:42:45;K1;;5;;;;;
2023-04-18 19:42:45;N1;;;18;;;;
2023-04-18 19:42:45;P1;;;;10;;;
2023-04-18 19:42:45;humidity1;8;;;;;;
2023-04-18 19:42:45;ph1;;;;;4;;
2023-04-18 19:42:45;rainfall1;;;;;;153;
2023-04-18 19:42:45;temperature1;;;;;;;6
2023-04-18 19:42:55;K1;;27;;;;;
2023-04-18 19:42:55;N1;;;6;;;;
2023-04-18 19:42:55;P1;;;;28;;;
2023-04-18 19:42:55;humidity1;16;;;;;;
2023-04-18 19:42:55;ph1;;;;;4;;
2023-04-18 19:42:55;rainfall1;;;;;;33;
2023-04-18 19:42:55;temperature1;;;;;;;6
2023-04-18 19:43:05;K1;;8;;;;;
2023-04-18 19:43:05;N1;;;17;;;;
2023-04-18 19:43:05;P1;;;;23;;;
2023-04-18 19:43:05;humidity1;15;;;;;;
2023-04-18 19:43:05;ph1;;;;;3;;
2023-04-18 19:43:05;rainfall1;;;;;;46;
2023-04-18 19:43:05;temperature1;;;;;;;6
2023-04-18 19:43:15;K1;;9;;;;;
2023-04-18 19:43:15;N1;;;24;;;;
2023-04-18 19:43:15;P1;;;;23;;;
2023-04-18 19:43:15;humidity1;25;;;;;;
2023-04-18 19:43:15;ph1;;;;;4;;
2023-04-18 19:43:15;rainfall1;;;;;;17;
2023-04-18 19:43:15;temperature1;;;;;;;5
2023-04-18 19:43:35;K1;;11;;;;;
2023-04-18 19:43:35;N1;;;5;;;;
2023-04-18 19:43:35;P1;;;;14;;;
2023-04-18 19:43:35;humidity1;13;;;;;;
2023-04-18 19:43:35;ph1;;;;;3;;
2023-04-18 19:43:35;rainfall1;;;;;;29;
2023-04-18 19:43:35;temperature1;;;;;;;10
2023-04-18 19:43:45;K1;;15;;;;;
2023-04-18 19:43:45;N1;;;14;;;;
2023-04-18 19:43:45;P1;;;;7;;;
2023-04-18 19:43:45;humidity1;15;;;;;;
2023-04-18 19:43:45;ph1;;;;;4;;
2023-04-18 19:43:45;rainfall1;;;;;;108;
2023-04-18 19:43:45;temperature1;;;;;;;2
2023-04-18 19:43:55;K1;;12;;;;;
2023-04-18 19:43:55;N1;;;15;;;;
2023-04-18 19:43:55;P1;;;;15;;;
2023-04-18 19:43:55;humidity1;13;;;;;;
2023-04-18 19:43:55;ph1;;;;;4;;
2023-04-18 19:43:55;rainfall1;;;;;;101;
2023-04-18 19:43:55;temperature1;;;;;;;11
2023-04-18 19:44:05;K1;;10;;;;;
2023-04-18 19:44:05;N1;;;3;;;;
2023-04-18 19:44:05;P1;;;;6;;;
2023-04-18 19:44:05;humidity1;24;;;;;;
2023-04-18 19:44:05;ph1;;;;;3;;
2023-04-18 19:44:05;rainfall1;;;;;;149;
2023-04-18 19:44:05;temperature1;;;;;;;2
2023-04-18 19:44:25;K1;;27;;;;;
2023-04-18 19:44:25;N1;;;29;;;;
2023-04-18 19:44:25;P1;;;;7;;;
2023-04-18 19:44:25;humidity1;9;;;;;;
2023-04-18 19:44:25;ph1;;;;;2;;
2023-04-18 19:44:25;rainfall1;;;;;;167;
2023-04-18 19:44:25;temperature1;;;;;;;9
2023-04-18 19:44:35;K1;;28;;;;;
2023-04-18 19:44:35;N1;;;13;;;;
2023-04-18 19:44:35;P1;;;;19;;;
2023-04-18 19:44:35;humidity1;15;;;;;;
2023-04-18 19:44:35;ph1;;;;;2;;
2023-04-18 19:44:35;rainfall1;;;;;;64;
2023-04-18 19:44:35;temperature1;;;;;;;9
2023-04-18 19:44:45;K1;;1;;;;;
2023-04-18 19:44:45;N1;;;25;;;;
2023-04-18 19:44:45;P1;;;;0;;;
2023-04-18 19:44:45;humidity1;26;;;;;;
2023-04-18 19:44:45;ph1;;;;;2;;
2023-04-18 19:44:45;rainfall1;;;;;;28;
2023-04-18 19:44:45;temperature1;;;;;;;4
2023-04-18 19:44:55;K1;;8;;;;;
2023-04-18 19:44:55;N1;;;0;;;;
2023-04-18 19:44:55;P1;;;;4;;;
2023-04-18 19:44:55;humidity1;7;;;;;;
2023-04-18 19:44:55;ph1;;;;;3;;
2023-04-18 19:44:55;rainfall1;;;;;;129;
2023-04-18 19:44:55;temperature1;;;;;;;12
2023-04-18 19:45:15;K1;;16;;;;;
2023-04-18 19:45:15;N1;;;18;;;;
2023-04-18 19:45:15;P1;;;;17;;;
2023-04-18 19:45:15;humidity1;8;;;;;;
2023-04-18 19:45:15;ph1;;;;;4;;
2023-04-18 19:45:15;rainfall1;;;;;;143;
2023-04-18 19:45:15;temperature1;;;;;;;3
