Timestamp;Entity Name;humidity;k;n;p;ph;rainfall;temperature
2023-04-18 19:38:15;humidity3;74;;;;;;
2023-04-18 19:38:15;ph3;;;;;8;;
2023-04-18 19:38:15;rainfall3;;;;;;379;
2023-04-18 19:38:15;temperature3;;;;;;;28
2023-04-18 19:38:25;K3;;99;;;;;
2023-04-18 19:38:25;N3;;;89;;;;
2023-04-18 19:38:25;P3;;;;72;;;
2023-04-18 19:38:25;humidity3;63;;;;;;
2023-04-18 19:38:25;ph3;;;;;7;;
2023-04-18 19:38:25;rainfall3;;;;;;303;
2023-04-18 19:38:25;temperature3;;;;;;;27
2023-04-18 19:38:35;K3;;95;;;;;
2023-04-18 19:38:35;N3;;;69;;;;
2023-04-18 19:38:35;P3;;;;75;;;
2023-04-18 19:38:35;humidity3;81;;;;;;
2023-04-18 19:38:35;ph3;;;;;8;;
2023-04-18 19:38:35;rainfall3;;;;;;391;
2023-04-18 19:38:35;temperature3;;;;;;;31
2023-04-18 19:38:45;K3;;87;;;;;
2023-04-18 19:38:45;N3;;;69;;;;
2023-04-18 19:38:45;P3;;;;63;;;
2023-04-18 19:38:45;humidity3;97;;;;;;
2023-04-18 19:38:45;ph3;;;;;7;;
2023-04-18 19:38:45;rainfall3;;;;;;373;
2023-04-18 19:38:45;temperature3;;;;;;;29
2023-04-18 19:38:55;temperature3;;;;;;;30
2023-04-18 19:39:05;K3;;66;;;;;
2023-04-18 19:39:05;N3;;;68;;;;
2023-04-18 19:39:05;P3;;;;89;;;
2023-04-18 19:39:05;humidity3;89;;;;;;
2023-04-18 19:39:05;ph3;;;;;8;;
2023-04-18 19:39:05;rainfall3;;;;;;316;
2023-04-18 19:39:15;K3;;92;;;;;
2023-04-18 19:39:15;N3;;;63;;;;
2023-04-18 19:39:15;P3;;;;68;;;
2023-04-18 19:39:15;humidity3;81;;;;;;
2023-04-18 19:39:15;ph3;;;;;7;;
2023-04-18 19:39:15;rainfall3;;;;;;305;
2023-04-18 19:39:15;temperature3;;;;;;;32
2023-04-18 19:39:25;K3;;86;;;;;
2023-04-18 19:39:25;N3;;;94;;;;
2023-04-18 19:39:25;P3;;;;82;;;
2023-04-18 19:39:25;humidity3;62;;;;;;
2023-04-18 19:39:25;ph3;;;;;8;;
2023-04-18 19:39:25;rainfall3;;;;;;379;
2023-04-18 19:39:25;temperature3;;;;;;;36
2023-04-18 19:39:35;K3;;95;;;;;
2023-04-18 19:39:35;N3;;;81;;;;
2023-04-18 19:39:35;P3;;;;67;;;
2023-04-18 19:39:35;humidity3;77;;;;;;
2023-04-18 19:39:35;ph3;;;;;9;;
2023-04-18 19:39:35;rainfall3;;;;;;354;
2023-04-18 19:39:35;temperature3;;;;;;;34
2023-04-18 19:39:45;K3;;68;;;;;
2023-04-18 19:39:45;N3;;;66;;;;
2023-04-18 19:39:45;P3;;;;72;;;
2023-04-18 19:39:45;humidity3;82;;;;;;
2023-04-18 19:39:45;ph3;;;;;7;;
2023-04-18 19:39:45;rainfall3;;;;;;348;
2023-04-18 19:39:45;temperature3;;;;;;;36
2023-04-18 19:40:05;K3;;63;;;;;
2023-04-18 19:40:05;N3;;;76;;;;
2023-04-18 19:40:05;P3;;;;63;;;
2023-04-18 19:40:05;humidity3;78;;;;;;
2023-04-18 19:40:05;ph3;;;;;9;;
2023-04-18 19:40:05;rainfall3;;;;;;384;
2023-04-18 19:40:05;temperature3;;;;;;;26
2023-04-18 19:40:15;K3;;81;;;;;
2023-04-18 19:40:15;N3;;;62;;;;
2023-04-18 19:40:15;P3;;;;80;;;
2023-04-18 19:40:15;humidity3;82;;;;;;
2023-04-18 19:40:15;ph3;;;;;7;;
2023-04-18 19:40:15;rainfall3;;;;;;343;
2023-04-18 19:40:15;temperature3;;;;;;;33
2023-04-18 19:40:25;K3;;72;;;;;
2023-04-18 19:40:25;N3;;;98;;;;
2023-04-18 19:40:25;P3;;;;75;;;
2023-04-18 19:40:25;humidity3;83;;;;;;
2023-04-18 19:40:25;ph3;;;;;7;;
2023-04-18 19:40:25;rainfall3;;;;;;320;
2023-04-18 19:40:25;temperature3;;;;;;;34
2023-04-18 19:40:45;K3;;86;;;;;
2023-04-18 19:40:45;N3;;;77;;;;
2023-04-18 19:40:45;P3;;;;90;;;
2023-04-18 19:40:45;humidity3;86;;;;;;
2023-04-18 19:40:45;ph3;;;;;9;;
2023-04-18 19:40:45;rainfall3;;;;;;375;
2023-04-18 19:40:45;temperature3;;;;;;;31
2023-04-18 19:40:55;K3;;89;;;;;
2023-04-18 19:40:55;N3;;;74;;;;
2023-04-18 19:40:55;P3;;;;68;;;
2023-04-18 19:40:55;humidity3;67;;;;;;
2023-04-18 19:40:55;ph3;;;;;8;;
2023-04-18 19:40:55;rainfall3;;;;;;385;
2023-04-18 19:40:55;temperature3;;;;;;;33
2023-04-18 19:41:05;K3;;95;;;;;
2023-04-18 19:41:05;N3;;;77;;;;
2023-04-18 19:41:05;P3;;;;99;;;
2023-04-18 19:41:05;humidity3;86;;;;;;
2023-04-18 19:41:05;ph3;;;;;9;;
2023-04-18 19:41:05;rainfall3;;;;;;385;
2023-04-18 19:41:05;temperature3;;;;;;;27
2023-04-18 19:41:15;K3;;92;;;;;
2023-04-18 19:41:15;N3;;;68;;;;
2023-04-18 19:41:15;P3;;;;74;;;
2023-04-18 19:41:15;humidity3;77;;;;;;
2023-04-18 19:41:15;ph3;;;;;8;;
2023-04-18 19:41:15;rainfall3;;;;;;345;
2023-04-18 19:41:15;temperature3;;;;;;;28
2023-04-18 19:41:25;humidity3;69;;;;;;
2023-04-18 19:41:25;ph3;;;;;7;;
2023-04-18 19:41:25;rainfall3;;;;;;331;
2023-04-18 19:41:25;temperature3;;;;;;;29
2023-04-18 19:41:35;K3;;91;;;;;
2023-04-18 19:41:35;N3;;;97;;;;
2023-04-18 19:41:35;P3;;;;99;;;
2023-04-18 19:41:45;K3;;97;;;;;
2023-04-18 19:41:45;N3;;;76;;;;
2023-04-18 19:41:45;P3;;;;84;;;
2023-04-18 19:41:45;humidity3;61;;;;;;
2023-04-18 19:41:45;ph3;;;;;8;;
2023-04-18 19:41:45;rainfall3;;;;;;344;
2023-04-18 19:41:45;temperature3;;;;;;;32
2023-04-18 19:41:55;K3;;77;;;;;
2023-04-18 19:41:55;N3;;;68;;;;
2023-04-18 19:41:55;P3;;;;81;;;
2023-04-18 19:41:55;humidity3;88;;;;;;
2023-04-18 19:41:55;ph3;;;;;7;;
2023-04-18 19:41:55;rainfall3;;;;;;380;
2023-04-18 19:41:55;temperature3;;;;;;;36
2023-04-18 19:42:05;K3;;61;;;;;
2023-04-18 19:42:05;N3;;;71;;;;
2023-04-18 19:42:05;P3;;;;62;;;
2023-04-18 19:42:05;humidity3;65;;;;;;
2023-04-18 19:42:05;ph3;;;;;9;;
2023-04-18 19:42:05;rainfall3;;;;;;373;
2023-04-18 19:42:05;temperature3;;;;;;;29
2023-04-18 19:42:15;K3;;95;;;;;
2023-04-18 19:42:15;N3;;;69;;;;
2023-04-18 19:42:15;P3;;;;73;;;
2023-04-18 19:42:15;humidity3;63;;;;;;
2023-04-18 19:42:15;ph3;;;;;7;;
2023-04-18 19:42:15;rainfall3;;;;;;302;
2023-04-18 19:42:15;temperature3;;;;;;;33
2023-04-18 19:42:35;K3;;95;;;;;
2023-04-18 19:42:35;N3;;;91;;;;
2023-04-18 19:42:35;P3;;;;88;;;
2023-04-18 19:42:35;humidity3;70;;;;;;
2023-04-18 19:42:35;ph3;;;;;9;;
2023-04-18 19:42:35;rainfall3;;;;;;353;
2023-04-18 19:42:35;temperature3;;;;;;;34
2023-04-18 19:42:45;K3;;72;;;;;
2023-04-18 19:42:45;N3;;;99;;;;
2023-04-18 19:42:45;P3;;;;69;;;
2023-04-18 19:42:45;humidity3;94;;;;;;
2023-04-18 19:42:45;ph3;;;;;7;;
2023-04-18 19:42:45;rainfall3;;;;;;379;
2023-04-18 19:42:45;temperature3;;;;;;;26
2023-04-18 19:42:55;K3;;77;;;;;
2023-04-18 19:42:55;N3;;;86;;;;
2023-04-18 19:42:55;P3;;;;70;;;
2023-04-18 19:42:55;humidity3;98;;;;;;
2023-04-18 19:42:55;ph3;;;;;7;;
2023-04-18 19:42:55;rainfall3;;;;;;370;
2023-04-18 19:42:55;temperature3;;;;;;;29
2023-04-18 19:43:05;K3;;61;;;;;
2023-04-18 19:43:05;N3;;;87;;;;
2023-04-18 19:43:05;P3;;;;70;;;
2023-04-18 19:43:05;humidity3;68;;;;;;
2023-04-18 19:43:05;ph3;;;;;9;;
2023-04-18 19:43:05;rainfall3;;;;;;386;
2023-04-18 19:43:05;temperature3;;;;;;;35
2023-04-18 19:43:25;K3;;71;;;;;
2023-04-18 19:43:25;N3;;;85;;;;
2023-04-18 19:43:25;P3;;;;92;;;
2023-04-18 19:43:25;humidity3;64;;;;;;
2023-04-18 19:43:25;ph3;;;;;8;;
2023-04-18 19:43:25;rainfall3;;;;;;308;
2023-04-18 19:43:25;temperature3;;;;;;;27
2023-04-18 19:43:35;K3;;63;;;;;
2023-04-18 19:43:35;N3;;;62;;;;
2023-04-18 19:43:35;P3;;;;60;;;
2023-04-18 19:43:35;humidity3;98;;;;;;
2023-04-18 19:43:35;ph3;;;;;7;;
2023-04-18 19:43:35;rainfall3;;;;;;349;
2023-04-18 19:43:35;temperature3;;;;;;;28
2023-04-18 19:43:45;K3;;94;;;;;
2023-04-18 19:43:45;N3;;;75;;;;
2023-04-18 19:43:45;P3;;;;98;;;
2023-04-18 19:43:45;humidity3;66;;;;;;
2023-04-18 19:43:45;ph3;;;;;8;;
2023-04-18 19:43:45;rainfall3;;;;;;305;
2023-04-18 19:43:45;temperature3;;;;;;;27
2023-04-18 19:43:55;K3;;89;;;;;
2023-04-18 19:43:55;N3;;;76;;;;
2023-04-18 19:43:55;P3;;;;62;;;
2023-04-18 19:43:55;humidity3;87;;;;;;
2023-04-18 19:43:55;ph3;;;;;8;;
2023-04-18 19:43:55;rainfall3;;;;;;353;
2023-04-18 19:43:55;temperature3;;;;;;;33
2023-04-18 19:44:05;humidity3;89;;;;;;
2023-04-18 19:44:05;temperature3;;;;;;;35
2023-04-18 19:44:15;K3;;85;;;;;
2023-04-18 19:44:15;N3;;;77;;;;
2023-04-18 19:44:15;P3;;;;90;;;
2023-04-18 19:44:15;ph3;;;;;9;;
2023-04-18 19:44:15;rainfall3;;;;;;354;
2023-04-18 19:44:25;K3;;89;;;;;
2023-04-18 19:44:25;N3;;;98;;;;
2023-04-18 19:44:25;P3;;;;88;;;
2023-04-18 19:44:25;humidity3;70;;;;;;
2023-04-18 19:44:25;ph3;;;;;8;;
2023-04-18 19:44:25;rainfall3;;;;;;400;
2023-04-18 19:44:25;temperature3;;;;;;;36
2023-04-18 19:44:35;K3;;69;;;;;
2023-04-18 19:44:35;N3;;;75;;;;
2023-04-18 19:44:35;P3;;;;63;;;
2023-04-18 19:44:35;humidity3;98;;;;;;
2023-04-18 19:44:35;ph3;;;;;8;;
2023-04-18 19:44:35;rainfall3;;;;;;333;
2023-04-18 19:44:35;temperature3;;;;;;;26
2023-04-18 19:44:45;K3;;76;;;;;
2023-04-18 19:44:45;N3;;;94;;;;
2023-04-18 19:44:45;P3;;;;83;;;
2023-04-18 19:44:45;humidity3;70;;;;;;
2023-04-18 19:44:45;ph3;;;;;7;;
2023-04-18 19:44:45;rainfall3;;;;;;393;
2023-04-18 19:44:45;temperature3;;;;;;;30
2023-04-18 19:44:55;K3;;99;;;;;
2023-04-18 19:44:55;N3;;;69;;;;
2023-04-18 19:44:55;P3;;;;93;;;
2023-04-18 19:44:55;humidity3;100;;;;;;
2023-04-18 19:44:55;ph3;;;;;7;;
2023-04-18 19:44:55;rainfall3;;;;;;364;
2023-04-18 19:44:55;temperature3;;;;;;;33
2023-04-18 19:45:15;K3;;98;;;;;
2023-04-18 19:45:15;N3;;;89;;;;
2023-04-18 19:45:15;P3;;;;68;;;
2023-04-18 19:45:15;humidity3;92;;;;;;
2023-04-18 19:45:15;ph3;;;;;9;;
2023-04-18 19:45:15;rainfall3;;;;;;311;
2023-04-18 19:45:15;temperature3;;;;;;;31
2023-04-18 19:45:25;K3;;90;;;;;
2023-04-18 19:45:25;N3;;;77;;;;
2023-04-18 19:45:25;P3;;;;76;;;
2023-04-18 19:45:25;humidity3;68;;;;;;
2023-04-18 19:45:25;ph3;;;;;8;;
2023-04-18 19:45:25;rainfall3;;;;;;397;
2023-04-18 19:45:25;temperature3;;;;;;;27
