Timestamp;Entity Name;humidity;k;n;p;ph;rainfall;temperature
2023-04-18 19:38:35;temperature2;;;;;;;23
2023-04-18 19:38:45;K2;;36;;;;;
2023-04-18 19:38:45;N2;;;38;;;;
2023-04-18 19:38:45;P2;;;;39;;;
2023-04-18 19:38:45;humidity2;42;;;;;;
2023-04-18 19:38:45;ph2;;;;;6;;
2023-04-18 19:38:45;rainfall2;;;;;;246;
2023-04-18 19:38:45;temperature2;;;;;;;23
2023-04-18 19:38:55;K2;;39;;;;;
2023-04-18 19:38:55;N2;;;33;;;;
2023-04-18 19:38:55;P2;;;;55;;;
2023-04-18 19:38:55;humidity2;38;;;;;;
2023-04-18 19:38:55;ph2;;;;;4;;
2023-04-18 19:38:55;rainfall2;;;;;;237;
2023-04-18 19:38:55;temperature2;;;;;;;22
2023-04-18 19:39:15;K2;;33;;;;;
2023-04-18 19:39:15;N2;;;54;;;;
2023-04-18 19:39:15;P2;;;;51;;;
2023-04-18 19:39:15;humidity2;36;;;;;;
2023-04-18 19:39:15;ph2;;;;;5;;
2023-04-18 19:39:15;rainfall2;;;;;;271;
2023-04-18 19:39:15;temperature2;;;;;;;19
2023-04-18 19:39:25;K2;;53;;;;;
2023-04-18 19:39:25;N2;;;60;;;;
2023-04-18 19:39:25;P2;;;;39;;;
2023-04-18 19:39:25;humidity2;31;;;;;;
2023-04-18 19:39:25;ph2;;;;;4;;
2023-04-18 19:39:25;rainfall2;;;;;;252;
2023-04-18 19:39:25;temperature2;;;;;;;23
2023-04-18 19:39:35;K2;;47;;;;;
2023-04-18 19:39:35;N2;;;44;;;;
2023-04-18 19:39:35;P2;;;;53;;;
2023-04-18 19:39:35;humidity2;48;;;;;;
2023-04-18 19:39:35;ph2;;;;;4;;
2023-04-18 19:39:35;rainfall2;;;;;;258;
2023-04-18 19:39:35;temperature2;;;;;;;15
2023-04-18 19:39:45;K2;;36;;;;;
2023-04-18 19:39:45;N2;;;31;;;;
2023-04-18 19:39:45;P2;;;;31;;;
2023-04-18 19:39:45;humidity2;51;;;;;;
2023-04-18 19:39:45;ph2;;;;;4;;
2023-04-18 19:39:45;rainfall2;;;;;;227;
2023-04-18 19:39:45;temperature2;;;;;;;18
2023-04-18 19:40:05;K2;;36;;;;;
2023-04-18 19:40:05;N2;;;45;;;;
2023-04-18 19:40:05;P2;;;;36;;;
2023-04-18 19:40:05;humidity2;39;;;;;;
2023-04-18 19:40:05;ph2;;;;;5;;
2023-04-18 19:40:05;rainfall2;;;;;;216;
2023-04-18 19:40:05;temperature2;;;;;;;17
2023-04-18 19:40:15;K2;;51;;;;;
2023-04-18 19:40:15;N2;;;53;;;;
2023-04-18 19:40:15;P2;;;;50;;;
2023-04-18 19:40:15;humidity2;39;;;;;;
2023-04-18 19:40:15;ph2;;;;;5;;
2023-04-18 19:40:15;rainfall2;;;;;;290;
2023-04-18 19:40:15;temperature2;;;;;;;21
2023-04-18 19:40:25;K2;;55;;;;;
2023-04-18 19:40:25;N2;;;43;;;;
2023-04-18 19:40:25;P2;;;;58;;;
2023-04-18 19:40:25;humidity2;54;;;;;;
2023-04-18 19:40:25;ph2;;;;;4;;
2023-04-18 19:40:25;rainfall2;;;;;;258;
2023-04-18 19:40:25;temperature2;;;;;;;24
2023-04-18 19:40:35;K2;;33;;;;;
2023-04-18 19:40:35;N2;;;50;;;;
2023-04-18 19:40:35;P2;;;;60;;;
2023-04-18 19:40:35;humidity2;36;;;;;;
2023-04-18 19:40:35;ph2;;;;;4;;
2023-04-18 19:40:35;rainfall2;;;;;;298;
2023-04-18 19:40:35;temperature2;;;;;;;15
2023-04-18 19:40:55;K2;;50;;;;;
2023-04-18 19:40:55;N2;;;53;;;;
2023-04-18 19:40:55;P2;;;;59;;;
2023-04-18 19:40:55;humidity2;48;;;;;;
2023-04-18 19:40:55;ph2;;;;;5;;
2023-04-18 19:40:55;rainfall2;;;;;;274;
2023-04-18 19:40:55;temperature2;;;;;;;12
2023-04-18 19:41:05;K2;;57;;;;;
2023-04-18 19:41:05;N2;;;38;;;;
2023-04-18 19:41:05;P2;;;;60;;;
2023-04-18 19:41:05;humidity2;54;;;;;;
2023-04-18 19:41:05;ph2;;;;;4;;
2023-04-18 19:41:05;rainfall2;;;;;;289;
2023-04-18 19:41:05;temperature2;;;;;;;22
2023-04-18 19:41:15;K2;;57;;;;;
2023-04-18 19:41:15;N2;;;43;;;;
2023-04-18 19:41:15;P2;;;;36;;;
2023-04-18 19:41:15;humidity2;37;;;;;;
2023-04-18 19:41:15;ph2;;;;;4;;
2023-04-18 19:41:15;rainfall2;;;;;;247;
2023-04-18 19:41:15;temperature2;;;;;;;13
2023-04-18 19:41:25;K2;;33;;;;;
2023-04-18 19:41:25;N2;;;51;;;;
2023-04-18 19:41:25;P2;;;;52;;;
2023-04-18 19:41:25;humidity2;50;;;;;;
2023-04-18 19:41:25;ph2;;;;;5;;
2023-04-18 19:41:25;rainfall2;;;;;;273;
2023-04-18 19:41:25;temperature2;;;;;;;24
2023-04-18 19:41:45;K2;;47;;;;;
2023-04-18 19:41:45;N2;;;46;;;;
2023-04-18 19:41:45;P2;;;;32;;;
2023-04-18 19:41:45;humidity2;42;;;;;;
2023-04-18 19:41:45;ph2;;;;;6;;
2023-04-18 19:41:45;rainfall2;;;;;;212;
2023-04-18 19:41:45;temperature2;;;;;;;19
2023-04-18 19:41:55;K2;;60;;;;;
2023-04-18 19:41:55;N2;;;58;;;;
2023-04-18 19:41:55;P2;;;;43;;;
2023-04-18 19:41:55;humidity2;57;;;;;;
2023-04-18 19:41:55;ph2;;;;;5;;
2023-04-18 19:41:55;rainfall2;;;;;;255;
2023-04-18 19:41:55;temperature2;;;;;;;24
2023-04-18 19:42:05;K2;;32;;;;;
2023-04-18 19:42:05;N2;;;51;;;;
2023-04-18 19:42:05;P2;;;;46;;;
2023-04-18 19:42:05;humidity2;50;;;;;;
2023-04-18 19:42:05;ph2;;;;;4;;
2023-04-18 19:42:05;rainfall2;;;;;;290;
2023-04-18 19:42:05;temperature2;;;;;;;23
2023-04-18 19:42:15;K2;;30;;;;;
2023-04-18 19:42:15;N2;;;60;;;;
2023-04-18 19:42:15;P2;;;;30;;;
2023-04-18 19:42:15;humidity2;56;;;;;;
2023-04-18 19:42:15;ph2;;;;;5;;
2023-04-18 19:42:15;rainfall2;;;;;;219;
2023-04-18 19:42:15;temperature2;;;;;;;19
2023-04-18 19:42:35;K2;;53;;;;;
2023-04-18 19:42:35;N2;;;36;;;;
2023-04-18 19:42:35;P2;;;;38;;;
2023-04-18 19:42:35;humidity2;35;;;;;;
2023-04-18 19:42:35;ph2;;;;;5;;
2023-04-18 19:42:35;rainfall2;;;;;;255;
2023-04-18 19:42:35;temperature2;;;;;;;17
2023-04-18 19:42:45;K2;;33;;;;;
2023-04-18 19:42:45;N2;;;47;;;;
2023-04-18 19:42:45;P2;;;;40;;;
2023-04-18 19:42:45;humidity2;60;;;;;;
2023-04-18 19:42:45;ph2;;;;;5;;
2023-04-18 19:42:45;rainfall2;;;;;;217;
2023-04-18 19:42:45;temperature2;;;;;;;23
2023-04-18 19:42:55;K2;;60;;;;;
2023-04-18 19:42:55;N2;;;60;;;;
2023-04-18 19:42:55;P2;;;;40;;;
2023-04-18 19:42:55;humidity2;41;;;;;;
2023-04-18 19:42:55;ph2;;;;;6;;
2023-04-18 19:42:55;rainfall2;;;;;;223;
2023-04-18 19:42:55;temperature2;;;;;;;17
2023-04-18 19:43:05;K2;;32;;;;;
2023-04-18 19:43:05;N2;;;37;;;;
2023-04-18 19:43:05;P2;;;;35;;;
2023-04-18 19:43:05;humidity2;44;;;;;;
2023-04-18 19:43:05;ph2;;;;;4;;
2023-04-18 19:43:05;rainfall2;;;;;;259;
2023-04-18 19:43:05;temperature2;;;;;;;19
2023-04-18 19:43:15;humidity2;55;;;;;;
2023-04-18 19:43:15;ph2;;;;;4;;
2023-04-18 19:43:15;temperature2;;;;;;;13
2023-04-18 19:43:25;K2;;47;;;;;
2023-04-18 19:43:25;N2;;;30;;;;
2023-04-18 19:43:25;P2;;;;50;;;
2023-04-18 19:43:25;rainfall2;;;;;;233;
2023-04-18 19:43:35;K2;;33;;;;;
2023-04-18 19:43:35;N2;;;58;;;;
2023-04-18 19:43:35;P2;;;;55;;;
2023-04-18 19:43:35;humidity2;43;;;;;;
2023-04-18 19:43:35;ph2;;;;;4;;
2023-04-18 19:43:35;rainfall2;;;;;;208;
2023-04-18 19:43:35;temperature2;;;;;;;14
2023-04-18 19:43:45;K2;;52;;;;;
2023-04-18 19:43:45;N2;;;37;;;;
2023-04-18 19:43:45;P2;;;;52;;;
2023-04-18 19:43:45;humidity2;49;;;;;;
2023-04-18 19:43:45;ph2;;;;;5;;
2023-04-18 19:43:45;rainfall2;;;;;;272;
2023-04-18 19:43:45;temperature2;;;;;;;18
2023-04-18 19:43:55;K2;;35;;;;;
2023-04-18 19:43:55;N2;;;32;;;;
2023-04-18 19:43:55;P2;;;;58;;;
2023-04-18 19:43:55;humidity2;30;;;;;;
2023-04-18 19:43:55;ph2;;;;;5;;
2023-04-18 19:43:55;rainfall2;;;;;;247;
2023-04-18 19:43:55;temperature2;;;;;;;20
2023-04-18 19:44:05;K2;;53;;;;;
2023-04-18 19:44:05;N2;;;43;;;;
2023-04-18 19:44:05;P2;;;;57;;;
2023-04-18 19:44:05;humidity2;30;;;;;;
2023-04-18 19:44:05;ph2;;;;;4;;
2023-04-18 19:44:05;rainfall2;;;;;;270;
2023-04-18 19:44:05;temperature2;;;;;;;23
2023-04-18 19:44:25;K2;;48;;;;;
2023-04-18 19:44:25;N2;;;50;;;;
2023-04-18 19:44:25;P2;;;;52;;;
2023-04-18 19:44:25;humidity2;42;;;;;;
2023-04-18 19:44:25;ph2;;;;;4;;
2023-04-18 19:44:25;rainfall2;;;;;;237;
2023-04-18 19:44:25;temperature2;;;;;;;13
2023-04-18 19:44:35;K2;;39;;;;;
2023-04-18 19:44:35;N2;;;59;;;;
2023-04-18 19:44:35;P2;;;;31;;;
2023-04-18 19:44:35;humidity2;49;;;;;;
2023-04-18 19:44:35;ph2;;;;;6;;
2023-04-18 19:44:35;rainfall2;;;;;;269;
2023-04-18 19:44:35;temperature2;;;;;;;21
2023-04-18 19:44:45;K2;;51;;;;;
2023-04-18 19:44:45;N2;;;54;;;;
2023-04-18 19:44:45;P2;;;;32;;;
2023-04-18 19:44:45;humidity2;41;;;;;;
2023-04-18 19:44:45;ph2;;;;;5;;
2023-04-18 19:44:45;rainfall2;;;;;;214;
2023-04-18 19:44:45;temperature2;;;;;;;18
2023-04-18 19:44:55;K2;;49;;;;;
2023-04-18 19:44:55;N2;;;58;;;;
2023-04-18 19:44:55;P2;;;;30;;;
2023-04-18 19:44:55;humidity2;34;;;;;;
2023-04-18 19:44:55;ph2;;;;;5;;
2023-04-18 19:44:55;rainfall2;;;;;;203;
2023-04-18 19:44:55;temperature2;;;;;;;17
2023-04-18 19:45:15;K2;;39;;;;;
2023-04-18 19:45:15;N2;;;53;;;;
2023-04-18 19:45:15;P2;;;;40;;;
2023-04-18 19:45:15;humidity2;32;;;;;;
2023-04-18 19:45:15;ph2;;;;;4;;
2023-04-18 19:45:15;rainfall2;;;;;;212;
2023-04-18 19:45:15;temperature2;;;;;;;21
2023-04-18 19:45:25;K2;;48;;;;;
2023-04-18 19:45:25;N2;;;42;;;;
2023-04-18 19:45:25;P2;;;;42;;;
2023-04-18 19:45:25;humidity2;50;;;;;;
2023-04-18 19:45:25;ph2;;;;;4;;
2023-04-18 19:45:25;rainfall2;;;;;;200;
2023-04-18 19:45:25;temperature2;;;;;;;24
